sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST
1963-09-01,0.04151363833663524,0.041355032054395835,0.035506019224629704,0.04662065110193936,0.038387200988756476,0.06210306784838382,0.05181402050619388,0.05494916233243696,0.056051549953727964,0.09599326793559015,0.03970201168390686,0.0473160966416728,0.07350017232690176,0.07585387756143325,0.07385168614780069,0.061117855824359246,0.04304203400134865,0.06130696755313547,2.0352000000000032,0.0,0.00046268599999998994,0.013651422188116769,0.014509067667267672,-0.09999999999999964,0.09999999999999964,-0.03136145520405176,0.02730827535353164,-0.02494355648291613,-0.10594857800938051,0.05516104129679977,-0.04424291377126721,0.019459997048667077,0.009178160747548958,-0.014131641004458295,0.02507049748469825,0.006785763187023619,0.012059464960689326,-0.0007792410586784371,0.024830273348593224,0.014238577939149621,0.01332624855071618,0.01842601106531916,0.026983710717735754,0.035451675391293236,40.2,0.10000000000000009,40.6,7.47477218239787,5.594711379601839,5.8916442118257715,6.541029999189903,6.0844994130751715,7.253470382684528,5.5909869805108565,5.6131281063880705,6.059123195581797,6.093569770045136,0.06099350993741659,0.1566063743079411,0.03801698890509364,-0.020662251999999937,0.020985350081065945,0.009741604102490697,0.07415082715383559,-0.0029873317583124503,-0.040434290506787374,-0.00914068564296766,0.03574659417632775,0.022763824672344946,0.008621469999999992,0.2279595220947943,0.2335393030281061,-0.5525761489999996,0.11278159686706779,0.5800000000000001,0.54,0.6000000000000001,0.5699999999999998,0.5099999999999998,0.2599999999999998,0.10000000000000009,-0.010000000000000675,-0.1900000000000004,0.4,-0.1,0.02,0.09,0.48,0.6,0.83,1.36,-0.0018288523843199567,0.00948775377429012,-0.0011431430530755016,0.002781642961876926,-0.026808308008893444,-0.029630171570281583,-1.0679710153116417e-05,-0.07518008360419115,0.0,0.06053049974003244,-0.004756172708370254,-7.368246544858792e-05,-0.016260520871780315,0.0036918266272594202,-0.005916369920069275,-0.010389703849135845,-0.00039689785164309654,-0.003413505492372959,-0.006376134881798556,-0.0033675893785964917,-0.005402050020995031,0.0038946849512182524,-0.012427881814965236,-0.0025417110246697128,-0.0011117288526903968,-0.004746666424860102,-0.0012319065309097654,0.03789925956093576,0.01937808447999778,-0.025133528038550068
1963-10-01,0.04177665365075711,0.04352712946869364,0.03991233224774238,0.05402698457795552,0.04005212350460852,0.06794248608639908,0.06381930617205711,0.060808154600019204,0.06506404153212486,0.09268698904234496,0.05181545458731884,0.0607462029264596,0.0793904772177032,0.08248899891600825,0.0825151261444339,0.07207849004180478,0.046046720686887976,0.06322279575631073,2.9220000000000113,97.0,0.0026920919999999793,0.019051121587247977,0.017429248957562038,0.09999999999999964,-0.1999999999999993,0.0604807886626455,0.016471980578921297,0.04683129968409894,0.047312513364918374,0.04634033725870168,-0.06636257268533896,0.021920329876124356,0.011128972608993593,-0.011235158481477825,0.023799004245306676,0.009270277046091735,0.01312027495324486,0.003738904495840245,0.02754314717240547,0.015631527713962257,0.017200736812242212,0.02125801277910888,0.029094300338895707,0.03926713262921311,40.3,0.19999999999999973,40.7,7.483806687665835,5.673323267171493,5.953243334287785,6.495265555937008,6.089044875446846,7.254177846456518,5.564520407322694,5.638354669333745,6.052089168924417,6.102558594613569,0.05905894092475705,0.1453506557871389,0.04011219946202971,-0.030993378000000016,0.02154825155796125,0.007606983286135183,0.07138271071568258,-0.002843411298993459,-0.035014299516384906,-0.012951428104634566,0.025675682420482016,0.02221011471543033,0.008751421999999981,0.26248750908767704,0.2732155069218658,-0.674622683,0.14621052173559423,0.6000000000000001,0.6099999999999999,0.71,0.7400000000000002,0.6600000000000001,0.33000000000000007,0.18000000000000016,0.040000000000000036,-0.16000000000000014,0.38,-0.05,0.08,0.14,0.47,0.61,0.82,1.33,-0.0013893071908415155,0.010774144787585982,-0.001250201087987568,0.001670999274819715,-0.011949298120898622,-0.011913707764819037,0.006503931164973054,-0.04602318704709418,0.0,0.05161513608208024,-0.0011485074082751012,-0.0022355302396377397,-0.0033675893785964917,-0.004764845591782585,-7.694971340077572e-05,-0.0026344101257422814,0.003659902843971441,-0.000172011568202457,-0.006376134881798556,-0.0033675893785964917,-0.0015385060896444536,0.012439554173657719,-0.006681700899507703,-0.0013852591570242545,0.00747201483870108,-0.0014299137988660338,0.0035595693772495496,0.02781524581762085,0.01766628056065933,-0.03377209539065795
1963-11-01,0.04016351073700797,0.04113213475042965,0.03411653322709718,0.023778998159954767,0.023509794552447616,0.06864458732709489,0.061480364856110636,0.058602605726176815,0.059764398255859774,0.10130132874431075,0.04666250044175957,0.06844781721117155,0.0768017941587944,0.08092928170829339,0.07879388994520342,0.06662610333818364,0.04741099292125961,0.05285818382767582,2.4553999999999974,64.0,0.0018691759999999724,0.021593564210176552,0.02102006134623302,0.0,0.0,0.011360684805811871,0.13132170398918142,0.0028503582243564196,-0.13657553500575137,0.16897531484106043,-0.06886655051849999,0.021163783797069513,0.01012509941377715,-0.0034434731082448877,0.01569172439255162,0.009293449358388273,0.01510159613929929,0.0009377931290615038,0.026893503634235927,0.016584713226835746,0.021616375801857934,0.020887854796241,0.027932723791662006,0.03639888636033106,40.2,0.10000000000000009,40.7,7.3914152346753585,5.537334267018537,5.8522024797744745,6.391917113392602,6.045005314036012,7.213031659834869,5.459585514144159,5.700443573390687,6.045005314036012,5.993961427306569,0.06636307327900504,0.1472100989521028,0.043516726217527335,0.01033112600000008,0.024762653728019224,0.008231842714685023,0.07135996272998923,0.03186529909560498,0.0353426202925764,-0.007989368847554967,0.017378212338773125,0.020152955672243955,0.008562978999999998,0.19022935922092898,0.19822515807037266,-0.4123652670000002,0.07692391115238717,0.54,0.6499999999999999,0.69,0.7599999999999998,0.7400000000000002,0.4099999999999997,0.20000000000000018,0.08000000000000007,-0.1200000000000001,0.4,0.04,0.17,0.26,0.53,0.64,0.85,1.36,0.00018534392935842803,0.011354061035578233,-0.0014643644240430742,0.0007425283430078783,-0.008950795124642141,-0.017830727315904404,0.00978800636616306,-0.052290560208644976,0.0,0.036283472629222935,-0.0001733732500688312,0.006302217407491373,-0.009861940210034614,-0.0006411284079206325,-0.00597622379113627,-0.0026344101257422814,-0.0003937534996492076,-0.000172011568202457,-0.003303935844828576,-0.0001675866479255994,-0.0014298033410642397,0.0054536138368499465,-0.004048004548431461,-0.0014781213687267147,0.0074445436275566435,-0.007788055642021563,0.007787905486770663,0.009663989500808157,0.00587974217442877,-0.033289906072388575
1963-12-01,0.04334927183208315,0.04300092003898026,0.04038368538721082,0.05928062798600919,0.04544918313208868,0.06669049691886153,0.06141843973808614,0.05940127113228666,0.06147974369659215,0.0967490248162326,0.050363599645923074,0.0727036020763352,0.07621855385630427,0.08329359305883122,0.07108142756016811,0.06558431954685551,0.05824925091757294,0.03239071452230213,2.3303999999999974,158.0,0.03195026500000003,0.018652405251852855,0.018733900946472204,0.0,-0.29999999999999893,0.02396007374714415,0.03523854534633308,-0.05881212680157777,-0.07631608787288169,-0.04000533461369926,-0.030304060657821097,0.02351306411434173,0.014156053711738892,0.004926927358599009,0.024303330810331758,0.01229523685703704,0.01725396825975345,0.005155858620870646,0.02836404777556467,0.017103476081640423,0.023959536084418254,0.023412903320036094,0.029688821527921405,0.03984847675560488,40.0,0.20000000000000018,40.6,7.307202314764738,5.3981627015177525,5.6937321388027,6.2422232654551655,6.129050210060545,7.260522598089852,5.493061443340548,5.6131281063880705,6.16541785423142,6.063785208687608,-0.002274574672881613,0.10848602245605043,0.0428069621323921,-0.04132450300000001,0.018788871240260185,0.0027882521070345945,0.0643866962280466,0.029211358550455202,0.029413885206293067,0.015382844836695941,0.015144540530568573,0.026750800183465095,0.008642448999999996,0.16895570406591887,0.17814554746584044,-0.3263639970000001,0.055900930059497256,0.44999999999999973,0.6699999999999999,0.6499999999999999,0.75,0.8000000000000003,0.48,0.27,0.10999999999999943,-0.07000000000000028,0.58,0.14,0.28,0.43,0.66,0.75,0.97,1.47,-0.00013901116745418385,0.012008404919201077,-0.002428659360126595,0.003247207937502855,-0.00597907769673256,-0.0029806281381379307,0.013061331711132329,-0.04000533461369926,0.0,0.08196090189845373,0.004070390273597457,0.010607924129693469,-0.00994656047663911,-0.00474253233609101,0.005703413202098329,0.005127664223523176,0.0075301560637535125,0.003059009013244296,-0.0002411463142824033,0.0030222087201745573,0.0010595906796408983,0.007740483904966844,0.0021180425483988685,-0.0014730662536046601,0.011452565025095396,0.001871273068763557,0.016472718418035326,0.007000761820249224,0.007619562730813101,-0.0384904760155651
1964-01-01,0.04080009959716335,0.045283395647140345,0.04387886646666184,0.06986845551683984,0.036040372457042835,0.06816275611089173,0.06080598327273545,0.055681145695928524,0.0588109038879292,0.0881433644192482,0.04679933093611277,0.10244624562593208,0.07980374126673428,0.08101831505810075,0.09224761890815492,0.06809350749017451,0.05189560749937705,0.015969294254026156,2.5175000000000125,131.0,0.03748467999999999,0.01686427613898367,0.01853833398961946,-0.10000000000000053,-0.3000000000000007,0.04243918327515672,-0.08057490566374526,-0.059678100212403606,-0.044215867150042776,-0.0763729787845735,-0.09092222527243621,0.024155678817054493,0.0077076656053574055,0.002473004310393101,-0.008309836749560873,0.010876626738815176,0.014527575533580972,0.005619746291694483,0.03264277867272014,0.02604863929283141,0.025228253917790155,0.026609414468284243,0.02996205128209173,0.038158738030791284,39.5,0.19999999999999973,40.1,7.3796321526095525,5.4510384535657,5.8805329864007,6.369900982828227,6.059123195581797,7.16703787691222,5.288267030694535,5.697093486505405,5.993961427306569,5.988961416889864,0.1105887601520319,0.10657068766645494,0.046133819505335794,-0.04132450300000001,0.014640254647471984,6.717874467199181e-05,0.06267694952784897,0.02958913976398847,0.0393889682283719,0.014835519355611115,0.011094734171751774,0.023234078996464014,0.009646656000000003,0.16132701132986593,0.17308788084700844,-0.280006588,0.05255445189490171,0.56,0.6300000000000003,0.6099999999999999,0.6800000000000002,0.75,0.4900000000000002,0.33999999999999986,0.17999999999999972,-0.08000000000000007,0.49,0.04,0.16,0.31,0.59,0.69,0.91,1.35,-0.002082948355398573,0.010994567750490347,-0.00232014524667834,0.002965986046793906,0.00597907769673256,0.005943540778314826,0.00978800636616306,-0.00678702256095276,0.0,0.07836179095834428,0.0030646060538837006,-0.00016579318259557496,0.019250483409713137,-0.009021506903509557,-0.00013600700457017112,0.015544354437800223,-0.0003906463684404393,0.006375761639238142,0.0029084625886137694,-0.0034398324427189486,0.00017901595013514182,0.010801508693671913,-0.00013585610672750548,-0.002713272101355635,0.007417270574483714,0.01590778303463858,0.012212458029504325,-0.007538694469102936,-0.0008731321572597039,-0.04918182834192031
1964-02-01,0.05021636899692261,0.051600671530173337,0.054672963848209744,0.0593186337128806,0.04820385353913714,0.06357461460122371,0.05261713862003292,0.043659305770155754,0.045642764077633124,0.08346731777191385,0.03174987325843226,0.0833368843785931,0.08059938648669407,0.0868344569283459,0.08536101691775633,0.06562807288756556,0.02440485285131011,-0.002950216030339625,2.289500000000004,99.0,0.058525490999999985,0.019744293485885578,0.02544051769076283,-0.5,-0.9000000000000004,-0.08417754502526797,-0.0536343020895238,-0.11350460227464865,-0.022472855852059048,-0.2036529903100126,-0.11478642418022922,0.026724873800487714,0.017630231376269734,0.002967850488409418,0.044059989794030585,0.012786262933207837,0.01537825411113758,0.009051247810660357,0.031418425143570516,0.022179300570439153,0.022082005634344704,0.029675972134974415,0.03061463581960666,0.03721458566072222,40.3,0.10000000000000009,40.7,7.506591780070841,5.517452896464707,6.19644412779452,6.476972362889683,6.066108090103747,7.273786317844895,5.594711379601839,5.8377304471659395,6.003887067106539,6.052089168924417,0.06256608408891395,0.09694229038837321,0.04655581993617375,-0.01033112600000008,0.013898593190346809,-0.0009361574258885952,0.06363193798713773,0.024045372483916694,0.02519024882855847,0.007653178532780469,0.007911142680800065,0.019316248719384532,0.00841043800000002,0.16041568768115155,0.1734300180015822,-0.2622261520000002,0.05388401361362938,0.48,0.6299999999999999,0.6099999999999999,0.69,0.77,0.3700000000000001,0.23000000000000043,0.16999999999999993,-0.05999999999999961,0.4,0.05,0.19,0.3,0.55,0.67,0.88,1.35,4.624491306781664e-05,0.011720714151909561,-0.002321305258199624,0.0021315053712079868,0.00895970583487049,-3.543146668993913e-05,0.013061331711132329,-0.0036734053663090016,0.0,0.08429752135141833,0.001795637000776562,-0.0022814867555909224,0.012819471973170682,-0.0047204250041192886,0.0028095032251869156,0.018111749943046096,-0.0003906463684404393,0.006375761639238142,-0.00015337276321503168,0.003096138537066473,0.0021301291439543846,0.009918177536920147,0.0029287272416183008,-0.0005512571999988225,-0.0008301637932404127,-0.0290061253489049,0.007970251900173309,-0.010439191278249993,0.0012842045650032219,-0.049387987276242384
1964-03-01,0.050749539777532604,0.05221633709871831,0.05311471369987686,0.039377178096058785,0.04745512418826081,0.05744040763268865,0.05261713862003292,0.04069773168729229,0.03672837369807613,0.07373878016925461,0.0237868563804704,0.10164430797577895,0.0661962139168395,0.0753568631038366,0.06441060742060234,0.05948141693303244,0.047933876440386936,-0.003937229618023785,1.7331999999999965,96.0,0.038298102,0.01790023928528406,0.020748059024246146,-0.2999999999999998,-1.0,0.04708102546727844,-0.11896857225048496,-0.04516289602198231,0.0900804331070475,-0.17070316884008907,-0.03611616340090151,0.027615857915295194,0.01823852719937591,0.000988305137271439,0.047846609457219635,0.013148845852638757,0.018370951059816676,0.005613612121919687,0.032444454817772694,0.025078862529088752,0.021320312034653455,0.03469622485894064,0.03053672386008177,0.038825411002058274,40.2,0.10000000000000009,40.6,7.324489979348532,5.501258210544727,5.796057750765372,6.363028103540465,5.8944028342648505,7.180069874302796,5.568344503761097,5.6937321388027,5.986452005284438,5.87493073085203,0.0379776036149817,0.08237406131020464,0.04833155395846411,0.0,0.013225342506815174,-0.0017998483826682232,0.06160211534941595,0.025817408504961392,0.035268138837458274,0.010051944807720314,0.00786238136339934,0.0185730227864509,0.008400084000000002,0.18227079666095225,0.19662712551744832,-0.3170926930000002,0.07953499631512084,0.4500000000000002,0.6600000000000001,0.6499999999999999,0.77,0.8800000000000003,0.4599999999999995,0.2899999999999996,0.1899999999999995,-0.04999999999999982,0.57,0.11,0.29,0.48,0.71,0.79,0.95,1.4,-0.00034659242233803234,0.010200365214490859,-0.0008930645207494425,0.002315995291551534,0.00898654484087924,0.017928482216540864,0.013061331711132329,0.026568224299110987,0.0,0.1017211624986718,0.002788900858733623,-0.00011463867050043319,0.009505196568515561,-0.0004377632121181918,0.0028095032251869156,0.010302623135849842,0.0036335039312849204,0.00635551378384136,0.0029765202457125994,0.003096138537066473,0.005696397758895078,0.007791963913024169,0.009454125803311175,0.001974583120865958,-0.0008233703194886477,-0.011160690178134924,-0.0006690703888593275,-0.011043324646040631,0.0027442916881774693,-0.04518641758781872
1964-04-01,0.05407565938863179,0.0554830725436819,0.05126504380488006,0.04188778765539425,0.051361929416037455,0.06453758191953574,0.0615729918972141,0.057775760069199045,0.05771752176421607,0.09204252042697547,0.04401516383591231,0.1154096534941087,0.06845529772353265,0.0663014722679236,0.088288634578912,0.06441071422748434,0.08183507594897987,0.05319781854701855,2.1287999999999982,217.0,0.07103639400000006,0.021756933558421565,0.02502356878640022,-0.40000000000000036,-2.0999999999999996,0.028704611422220694,-0.028124268870861613,-0.13687163221890586,-0.03390155167568132,-0.22908332270199416,-0.10576508176241184,0.02344171199461975,0.012841762668669432,-0.004924501087779198,0.021757636986501794,0.011661010843834418,0.01628682929951175,0.004982881689649332,0.02890389920233538,0.015701648474466978,0.021198652480586055,0.015096956887530766,0.031184542892073175,0.0402000394882851,40.2,0.3999999999999999,40.7,7.277938572945661,5.37989735354046,5.6937321388027,6.338594078203183,5.908082938168931,7.142036574706803,5.44673737166631,5.575949103146316,5.986452005284438,5.91350300563827,0.086089477778593,0.0826261172914382,0.05267141779859408,-0.010331124999999997,0.011209979831672712,-0.0040665872681149295,0.05805165766647136,0.02766174559037715,0.040180389318740684,0.012329909255735405,0.004904040460827375,0.01791588099116659,0.0075097310000000195,0.15065417276852866,0.16268518975087343,-0.21552251,0.045944728536361445,0.5700000000000003,0.5900000000000003,0.5700000000000003,0.6800000000000002,0.8000000000000003,0.41000000000000014,0.26000000000000023,0.1900000000000004,-0.020000000000000462,0.44,0.0,0.19,0.44,0.68,0.76,0.93,1.38,-0.00189591048905835,0.004810165431231361,-0.0006071754030492205,0.0037996431423371335,0.01197608368924552,0.011967172979017171,0.013061331711132329,-0.00010135192211313537,0.0,0.09535694264657879,0.006404532892294146,-0.00227631226162206,0.019344901490748967,0.0036522220394070715,0.005746362898496393,0.012903404835907573,-0.00038757587282756134,0.00635551378384136,0.00917807560220929,0.003096138537066473,0.0076950552549015505,0.006144349488005574,0.014772252444657852,0.0025959793669465547,0.00736331059649431,0.0361812530518717,0.007699179281657198,-0.0210713342744846,0.0007055637316888408,-0.043736157924357144
1964-05-01,0.055792039507711166,0.05754675691763733,0.06439734798846963,0.04552667889524109,0.07112204199188632,0.05815579433050333,0.06038854662405235,0.06251814021654045,0.0632830524226713,0.08136415224090232,0.05654500061648138,0.12930482206861527,0.05390980172189819,0.04864928843440364,0.07480017965976815,0.05915586645015347,0.0722519001824189,0.04647535002421366,1.6469999999999914,254.0,0.11831009200000003,0.021525754190689028,0.029380018551741216,-0.8000000000000007,-0.9000000000000004,-0.10654957644001684,-0.05857930111848386,-0.17114825619582952,-0.15868995226067728,-0.18265218995947308,-0.0819457015815992,0.025684686415887725,0.011837489939400925,-0.010510853870122183,0.02069262322508969,0.010873473742334383,0.014202950177992335,0.006062980096235293,0.03282709264393091,0.02357570118677188,0.023966132355005776,0.030099858366918752,0.029658593393003585,0.040305065069611956,40.3,0.30000000000000027,40.8,7.2909747781429814,5.58724865840025,5.811140992976701,6.329720905522696,5.720311776607412,7.1693500166706,5.497168225293202,5.631211781821365,5.988961416889864,5.932245187448011,0.07450388107012529,0.08424565682155993,0.05188922720980038,-0.030993376999999933,0.00783302330357838,-0.0070356609782145085,0.05676624371422889,0.02558200019243806,0.0403054096347053,0.01810841907356453,-0.003952372491279554,0.02585650547257856,0.008114726999999988,0.1404931313333213,0.15325742385004304,-0.18500503299999993,0.03419829323700263,0.5,0.6400000000000001,0.5499999999999998,0.5900000000000003,0.7199999999999998,0.3299999999999996,0.27,0.1900000000000004,0.0,0.39,-0.02,0.1,0.34,0.55,0.7,0.91,1.35,-0.0019213636013710733,0.00010866717241597712,-7.144132883896148e-05,0.0033354983208228883,0.00298953884836628,-0.00298953884836628,-0.0032626456348161526,0.009971123439436624,0.0,0.08285002124882546,0.006398388842898672,0.002001764235877168,0.012861913642407963,-0.0004341219950965147,0.005746362898496393,0.012930044507708072,0.00362044552471108,0.009650409680693972,0.0029765202457125994,0.0063481739234441115,0.005201056197376985,0.0039673320102471266,0.009109947164746224,0.002420336836209458,-0.0008166599065562163,-0.0011419958758873694,0.003512033691992711,-0.022351061196671296,0.0004571318523165502,-0.053585770321061155
1964-06-01,0.0546042224824177,0.05626866320281554,0.06048973409380931,0.056930393637255605,0.06448036282889724,0.05798704915467168,0.05838240870907363,0.05755015918782247,0.05538075026348732,0.0745327004305425,0.04888605005776192,0.12881114289331652,0.05649912480061037,0.05226979539939425,0.08128284979809308,0.05804251921306269,0.0857685822595684,0.028700982505256434,1.5091999999999928,312.0,0.10101792700000001,0.019439564719753832,0.022928371864820107,-0.39999999999999947,-0.40000000000000036,0.0,-0.12685904669397985,-0.01892204043121648,-0.05064373281875412,0.015873349156290573,-0.09444265833928789,0.02716091683043409,0.015927410164353617,-0.007030193264309759,0.028034702117981425,0.013667059505905854,0.016447562391173065,0.00964387626718377,0.03294725968205192,0.024752876114170874,0.02599131809560795,0.03372975139048684,0.03034915007131378,0.0386954606995058,40.4,0.20000000000000018,40.8,7.346010209913293,5.568344503761097,5.8377304471659395,6.368187186350492,5.8888779583328805,7.154615356913663,5.575949103146316,5.594711379601839,5.968707559985366,5.87493073085203,0.12115839169736731,0.10759433185890366,0.05165801395377834,-0.010331124999999997,0.00839957816536252,-0.006913667033725979,0.060120102550708765,0.025211282294776538,0.0397807424738299,0.01934813648890321,-0.02041321066884061,0.026347181248636886,0.008421441000000002,0.13495670643480384,0.1453986138253507,-0.17182442100000017,0.027240398829360135,0.5099999999999998,0.6200000000000001,0.48999999999999977,0.48,0.6299999999999999,0.20999999999999952,0.17999999999999972,0.17999999999999972,0.009999999999999787,0.5,-0.02,0.06,0.33,0.52,0.67,0.91,1.35,-0.002013912878733981,-0.0006164986930619065,-0.0021450029674383586,0.002407854469514567,-0.00298953884836628,-0.005961256276275861,-0.006525291269632305,-0.03056265041016637,0.0,0.09057281550344642,-0.00017077740370385897,-0.00011414925712704971,0.01605170901050812,-0.004676816904788161,-7.605751642092429e-05,0.0077419741536153275,-0.0003845414390779567,0.003125118411061667,-0.00015242740674281663,-0.00016543794563839143,0.002880516822304724,0.0021985770773680358,0.001544726385984685,0.004131342704622121,-0.005002909465730787,-0.0078570096639905,-0.005310297952461962,-0.025431209849891445,-0.0013410694138222823,-0.0470774152124509
1964-07-01,0.059463560390472736,0.061078635479566934,0.06270074599832354,0.04930696254124456,0.05788701925440165,0.06852806657523836,0.06872631733792467,0.06885952974973364,0.07246093137585152,0.09196322749151165,0.06617176237001976,0.12799588652030947,0.06826097660788566,0.07084115678258618,0.0896310407348273,0.0704581607432706,0.1152905313151491,0.045733630762037514,2.5161999999999978,316.0,0.14353399400000005,0.014500505861718693,0.021762788631011887,-0.6999999999999993,0.6999999999999993,-0.1304141568554309,-0.14770652812865936,-0.06566064581114173,-0.08596699047172418,-0.04669382288309265,-0.09953481643244544,0.02809066183357878,0.01618910315533917,-0.008516265031492054,0.022098577413323994,0.015285871474997492,0.0198366017558822,0.008695706967554173,0.03422082138906113,0.027979929351859667,0.029080862533210627,0.036913974782534,0.03064959580422766,0.03608828837118061,40.3,0.20000000000000018,40.8,7.3537223303996315,5.53338948872752,5.8289456176102075,6.342121418721152,5.991464547107982,7.1731917424865985,5.497168225293202,5.62040086571715,6.025865973825314,5.91350300563827,0.1302482106931322,0.1357770616157623,0.049606315656012256,-0.020662251999999937,0.0034672947848095603,-0.009506322863588323,0.06265944158525905,0.01924796450552968,0.03454634375258392,0.0222516004521931,-0.026861958229658978,0.019405093734897072,0.007654329999999987,0.18636722045391352,0.19659690913339745,-0.3060735229999998,0.07708867507097716,0.3999999999999999,0.46999999999999975,0.2799999999999998,0.25,0.2400000000000002,0.14000000000000012,0.17000000000000082,0.14000000000000057,-0.009999999999999787,0.54,0.04,0.14,0.3,0.61,0.77,0.98,1.41,-0.0004395451934784411,-0.0009432056956431012,-0.003971027488194778,0.0013880537091902762,0.00298953884836628,-0.005970166986504211,-0.0032626456348161526,-0.020384129669251294,-0.016978336534417826,0.08697419604857615,-0.00473762267030331,-0.0001136629712270576,0.0031057386970436696,-0.00043052602333704115,-0.008818436505653615,0.0025673270237134282,0.0036074798304599476,-0.000168676731445494,-0.009445653490486983,-0.006585989206134624,-0.00037935697534807744,0.005048329169934362,-0.008069441292020585,0.00403282133534244,-0.0049788543059071655,0.0023350530968921923,-0.00942407731626016,-0.031175353526782246,-0.003754662876559678,-0.051018425873887274
1964-08-01,0.06161479169429107,0.06358301936662869,0.0651378037484256,0.035957020832810827,0.07312071102500362,0.07303944535743945,0.05881222400110664,0.056935592689035364,0.0626097378710595,0.09720214026057628,0.048551559677076916,0.10329444066455862,0.09749879157120978,0.1271424091047768,0.07999408728661406,0.07197046909706506,0.11394402903195777,0.014888186834068673,2.609099999999998,311.0,0.11367565700000004,0.018385103504721556,0.022640388760232,-0.40000000000000036,-0.9000000000000004,0.01126605452863938,-0.06837194628848575,-0.17623598225838677,-0.3307550527283549,-0.025268594174884917,-0.17345301717145922,0.02958780349798218,0.019008394574528964,-0.009186416309152179,0.021389482653209058,0.019245972625840935,0.025250084377844928,0.010544368125259496,0.035031504841958494,0.029557948125066957,0.028522878096734594,0.037676356478291595,0.0291544852657184,0.03811979862586057,40.4,0.3999999999999999,40.9,7.358193752733032,5.575949103146316,5.8664680569332965,6.39024066706535,5.87493073085203,7.174724309836376,5.521460917862246,5.68697535633982,6.073044534100405,5.7899601708972535,0.0768638848474481,0.1429795296210763,0.04836769213139647,-0.020662250999999854,0.0039084679412653145,-0.008883714638262319,0.06508947154092937,0.02488688631137137,0.05477353603809698,0.0332002426540523,-0.02915528229915454,0.012363280831563017,0.006915452000000016,0.14432110004590282,0.15259479741467707,-0.15764213899999957,0.03700868620677289,0.009999999999999787,0.1599999999999997,0.18000000000000016,0.16999999999999993,0.2100000000000004,0.1599999999999997,0.1900000000000004,0.1200000000000001,-0.009999999999999787,0.38,0.0,0.11,0.24,0.55,0.69,0.91,1.32,0.0008335649273985002,-0.0009430669227494803,-0.004654335135893195,-0.0038852962843970162,0.00895970583487049,0.005961256276275861,-0.006525291269632305,0.0030043971647208956,-0.016978336534417826,0.07451783174156645,-0.005693751556317572,-0.008693176631392685,0.0063481739234441115,-0.004655310659785528,-0.011670292885073152,0.005154650588664378,-0.004220318811813062,-0.000168676731445494,-0.012460158555499312,-0.003333953819756985,-0.000927940160275309,0.004744495288046657,-0.011010672758392737,0.005609550210110559,0.003125795244462881,-0.0077673090380396825,0.007641124395724397,-0.03070142187025482,-0.006502761196809814,-0.014199232346429724
